conversation_id,hour,created_at,user_message_count,content_preview,level,categories,full_content
3246984,5,2026-05-22 05:39:22.744832,1,"{""cardType"":""order"",""data"":{""userId"":2311058,""orderId"":""S011260522110623058149"",""subPay"":2104,""showTotalAmount"":""₹2,104"",""showStatus"":""Preparing"",""showStatusIcon"":""https://img105.savana.com/mayfairOrd",1,"['明确提到大促', '价格优惠咨询']","{""cardType"":""order"",""data"":{""userId"":2311058,""orderId"":""S011260522110623058149"",""subPay"":2104,""showTotalAmount"":""₹2,104"",""showStatus"":""Preparing"",""showStatusIcon"":""https://img105.savana.com/mayfairOrderListStatusProcessing3x.png"",""placeTime"":1779428183,""timeFormat"":""dd MMM, yyyy HH:mm:ss"",""orderCreatedTime"":""22 May, 2026 11:06:23"",""returnDeadlineTime"":null,""actualNum"":3,""itemList"":[{""skuId"":980154,""goodsId"":1800572,""count"":1,""title"":""Metal Crossbody Bag"",""coverImage"":""https://img105.savana.com/goods-pic/14f563e0469c4068924caa3e01254300_w90_h120"",""skuValue"":""Gold/One-Size"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/e00845dc270f498da132517876fff5c5_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""One-Size""}]},{""skuId"":1194581,""goodsId"":2234942,""count"":1,""title"":""High Waist Medium Wash Roll Up Straight Leg Jeans"",""coverImage"":""https://img105.savana.com/goods-pic/bdf18794e8c94471812af223143a262e_w90_h120"",""skuValue"":""Medium Wash/31(L)"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/716f9772af1243c68d751f9688c75557_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""31(L)""}]},{""skuId"":980156,""goodsId"":1800572,""count"":1,""title"":""Metal Crossbody Bag"",""coverImage"":""https://img105.savana.com/goods-pic/754ad8fe70f04c1bb4598c3611c31688_w90_h120"",""skuValue"":""Green/One-Size"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/4fd8d402084d4566b7d1abfba55b298d_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""One-Size""}]}],""isRtl"":false,""country"":""in"",""labels"":{""orderID"":""Order ID"",""orderDate"":""Order date"",""total"":""Total"",""view"":""View"",""viewMore"":""View\nmore""}}}"
3242402,4,2026-05-22 04:45:00.349554,2,"{""cardType"":""order"",""data"":{""userId"":6279996,""orderId"":""S011260521135811096003"",""subPay"":1530,""showTotalAmount"":""₹1,530"",""showStatus"":""In transit"",""showStatusIcon"":""https://img105.savana.com/mayfairOr",1,['价格优惠咨询'],"{""cardType"":""order"",""data"":{""userId"":6279996,""orderId"":""S011260521135811096003"",""subPay"":1530,""showTotalAmount"":""₹1,530"",""showStatus"":""In transit"",""showStatusIcon"":""https://img105.savana.com/mayfairOrderListStatusInTransit3x.png"",""placeTime"":1779352091,""timeFormat"":""dd MMM, yyyy HH:mm:ss"",""orderCreatedTime"":""21 May, 2026 13:58:11"",""returnDeadlineTime"":null,""actualNum"":1,""itemList"":[{""skuId"":1177737,""goodsId"":2204942,""count"":1,""title"":""A-Line Dress"",""coverImage"":""https://img105.savana.com/goods-pic/77551385171049598f0807fa2493b89f_w90_h120"",""skuValue"":""Red/S"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/81b58a5c5fa54315aad371ba38a287ca_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""S""}]}],""isRtl"":false,""country"":""in"",""labels"":{""orderID"":""Order ID"",""orderDate"":""Order date"",""total"":""Total"",""view"":""View"",""viewMore"":""View\nmore""}}}
Cancel the order"
3241491,4,2026-05-22 04:06:13.025001,4,"{""cardType"":""order"",""data"":{""userId"":10020047,""orderId"":""S011260514175332047006"",""subPay"":3976,""showTotalAmount"":""₹3,976"",""showStatus"":""In transit"",""showStatusIcon"":""https://img105.savana.com/mayfairO",1,"['免费活动', '价格优惠咨询']","{""cardType"":""order"",""data"":{""userId"":10020047,""orderId"":""S011260514175332047006"",""subPay"":3976,""showTotalAmount"":""₹3,976"",""showStatus"":""In transit"",""showStatusIcon"":""https://img105.savana.com/mayfairOrderListStatusInTransit3x.png"",""placeTime"":1778761412,""timeFormat"":""dd MMM, yyyy HH:mm:ss"",""orderCreatedTime"":""14 May, 2026 17:53:32"",""returnDeadlineTime"":null,""actualNum"":7,""itemList"":[{""skuId"":882808,""goodsId"":1602482,""count"":1,""title"":""Crisscross Freedom Bra"",""coverImage"":""https://img105.savana.com/goods-pic/04384389d13e407ea95dd28f36b0e916_w90_h120"",""skuValue"":""Canyon Red/S"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/b8223d66818d4f2c9b2d64748938b31e_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""S""}]},{""skuId"":1056048,""goodsId"":1948722,""count"":1,""title"":""Drawstring Straight Leg Pants"",""coverImage"":""https://img105.savana.com/goods-pic/6506e81802914b9ab75fbaaa2e167fde_w90_h120"",""skuValue"":""Black/27(S)"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/f9f92aec9aff4144baee6486d3fd40ee_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""27(S)""}]},{""skuId"":838601,""goodsId"":1511972,""count"":1,""title"":""Patchwork Leggings"",""coverImage"":""https://img105.savana.com/goods-pic/0b92dfa31c5b4c7fbef8fb1e5663607d_w90_h120"",""skuValue"":""Black/27(S)"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/ed64541e034a4bd48536d8c994dd7a1c_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""27(S)""}]},{""skuId"":956213,""goodsId"":1749612,""count"":1,""title"":""Sheer Sports Top"",""coverImage"":""https://img105.savana.com/goods-pic/06501f855d90401595b82f5726cb6241_w90_h120"",""skuValue"":""Black/S"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/5e12e8d54269407dadbf3b06a46d61e4_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""S""}]},{""skuId"":1180464,""goodsId"":2210262,""count"":1,""title"":""Air-Holed Sports Shorts"",""coverImage"":""https://img105.savana.com/goods-pic/1c77771d5e8e444da4d2c10e6b285939_w90_h120"",""skuValue"":""Lavender/27(S)"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/1716fa09ae8b4758ab355092d55bb881_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""27(S)""}]},{""skuId"":739933,""goodsId"":1280252,""count"":1,""title"":""Crisscross Sports Shorts"",""coverImage"":""https://img105.savana.com/goods-pic/4f3574e4b45841a59a65a43a1901544eUR_w90_h120"",""skuValue"":""Black/27(S)"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/7a589e5fd708414685e2e1104767dd54_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""27(S)""}]},{""skuId"":1126835,""goodsId"":2092612,""count"":1,""title"":""Crossed Sports Shorts"",""coverImage"":""https://img105.savana.com/goods-pic/f7276c1bcabe4d19a9e7e02a1b228dc8_w90_h120"",""skuValue"":""Black/27(S)"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/021b02104b4d48b287df032f22f77f42_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""27(S)""}]}],""isRtl"":false,""country"":""in"",""labels"":{""orderID"":""Order ID"",""orderDate"":""Order date"",""total"":""Total"",""view"":""View"",""viewMore"":""View\nmore""}}}
Can you make the delivery faster 😭
I want to track the current delivery status of my order
No"
3249117,5,2026-05-22 05:53:00.844704,2,"Cancel
Cancel my resend order",2,['订单取消-原因不明'],"Cancel
Cancel my resend order"
3247044,5,2026-05-22 05:39:45.989534,3,"{""cardType"":""order"",""data"":{""userId"":22565893,""orderId"":""S011260522110534093212"",""subPay"":5350,""showTotalAmount"":""₹5,350"",""showStatus"":""Waiting for Payment"",""showStatusIcon"":""https://img105.savana.com",1,"['明确提到大促', '价格优惠咨询']","{""cardType"":""order"",""data"":{""userId"":22565893,""orderId"":""S011260522110534093212"",""subPay"":5350,""showTotalAmount"":""₹5,350"",""showStatus"":""Waiting for Payment"",""showStatusIcon"":""https://img105.savana.com/mayfairOrderListStatusWaitingforPaymentRequired3x.png"",""placeTime"":1779428134,""timeFormat"":""dd MMM, yyyy HH:mm:ss"",""orderCreatedTime"":""22 May, 2026 11:05:34"",""returnDeadlineTime"":null,""actualNum"":6,""itemList"":[{""skuId"":1182964,""goodsId"":2214482,""count"":1,""title"":""Glitter Artificial Nails"",""coverImage"":""https://img105.savana.com/goods-pic/bd26ebdbb0a84933842e9daafadbf2b9_w90_h120"",""skuValue"":""Pink/One-Size"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/6001e6fc75db4b17bd2c61a99991d7f3_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""One-Size""}]},{""skuId"":1145842,""goodsId"":2132392,""count"":1,""title"":""Flowers Stud Earrings"",""coverImage"":""https://img105.savana.com/goods-pic/833aed768d5048e1b40712ed4889b026_w90_h120"",""skuValue"":""Gold/One-Size"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/7b92d7af6d1242448118886dee197b8f_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""One-Size""}]},{""skuId"":1018753,""goodsId"":1884482,""count"":1,""title"":""Ruffle A-Line Dress"",""coverImage"":""https://img105.savana.com/goods-pic/da11f7e9445748eaab7864beee65f34c_w90_h120"",""skuValue"":""Light Blue/XS"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/97302d34aa524e9286f1378cf816f108_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""XS""}]},{""skuId"":1137710,""goodsId"":2114932,""count"":1,""title"":""Bow A-Line Dress"",""coverImage"":""https://img105.savana.com/goods-pic/620bc873bf324ee6b8d17157adce2933_w90_h120"",""skuValue"":""Light Blue/S"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/4daeed0c61d548848990bfeecfb7cde3_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""S""}]},{""skuId"":981906,""goodsId"":1804902,""count"":1,""title"":""Ruffle A-Line Dress"",""coverImage"":""https://img105.savana.com/goods-pic/16987eb1fe6e49f2bae980ace75e60b2_w90_h120"",""skuValue"":""Blue/S"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/a26a7d5cd84140fb93e0c60f6eb0c568_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""S""}]},{""skuId"":1182970,""goodsId"":2214502,""count"":1,""title"":""Gradient Artificial Nails"",""coverImage"":""https://img105.savana.com/goods-pic/925286a362a64d13b4a69c594d862fe9_w90_h120"",""skuValue"":""Coral/One-Size"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/3eca718d62cd4dcd9d85f4bdfc819b87_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""One-Size""}]}],""isRtl"":false,""country"":""in"",""labels"":{""orderID"":""Order ID"",""orderDate"":""Order date"",""total"":""Total"",""view"":""View"",""viewMore"":""View\nmore""}}}
How do I complete my payment for this order
I'm not seeing pay option itself"
3248949,5,2026-05-22 05:51:50.921377,2,"{""cardType"":""order"",""data"":{""userId"":8463719,""orderId"":""S011260522112017019186"",""subPay"":1305,""showTotalAmount"":""₹1,305"",""showStatus"":""Waiting for Payment"",""showStatusIcon"":""https://img105.savana.com/",1,"['明确提到大促', '价格优惠咨询']","{""cardType"":""order"",""data"":{""userId"":8463719,""orderId"":""S011260522112017019186"",""subPay"":1305,""showTotalAmount"":""₹1,305"",""showStatus"":""Waiting for Payment"",""showStatusIcon"":""https://img105.savana.com/mayfairOrderListStatusWaitingforPaymentRequired3x.png"",""placeTime"":1779429017,""timeFormat"":""dd MMM, yyyy HH:mm:ss"",""orderCreatedTime"":""22 May, 2026 11:20:17"",""returnDeadlineTime"":null,""actualNum"":3,""itemList"":[{""skuId"":1147785,""goodsId"":2136642,""count"":1,""title"":""Gathered Playsuit"",""coverImage"":""https://img105.savana.com/goods-pic/8be55c3fdc4349399ac32cef1ccf8d65_w90_h120"",""skuValue"":""Khaki/M"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/0398af23b95a42c88ffc6a9c2a2ab4e6_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""M""}]},{""skuId"":1181248,""goodsId"":2211722,""count"":1,""title"":""Slit Tube Top"",""coverImage"":""https://img105.savana.com/goods-pic/410a12a443464dd9a954d675c6b4de4e_w90_h120"",""skuValue"":""Brown/L"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/c831f4fd43564517a958e7142fd88a79_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""L""}]},{""skuId"":1019325,""goodsId"":1885322,""count"":1,""title"":""Starfish Artificial jewellery - Pendant Necklace"",""coverImage"":""https://img105.savana.com/goods-pic/b76726a9b6114e0ca08ea7258614fe8d_w90_h120"",""skuValue"":""Silver/One-Size"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/946985210f0941f2853895a1c6d4dd45_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""One-Size""}]}],""isRtl"":false,""country"":""in"",""labels"":{""orderID"":""Order ID"",""orderDate"":""Order date"",""total"":""Total"",""view"":""View"",""viewMore"":""View\nmore""}}}
Where to make payment?"
3241617,4,2026-05-22 04:17:02.415996,3,"{""cardType"":""order"",""data"":{""userId"":165780801313600,""orderId"":""S011260511224239000008"",""subPay"":3857,""showTotalAmount"":""₹3,857"",""showStatus"":""In transit"",""showStatusIcon"":""https://img105.savana.com/m",1,['价格优惠咨询'],"{""cardType"":""order"",""data"":{""userId"":165780801313600,""orderId"":""S011260511224239000008"",""subPay"":3857,""showTotalAmount"":""₹3,857"",""showStatus"":""In transit"",""showStatusIcon"":""https://img105.savana.com/mayfairOrderListStatusInTransit3x.png"",""placeTime"":1778519559,""timeFormat"":""dd MMM, yyyy HH:mm:ss"",""orderCreatedTime"":""11 May, 2026 22:42:39"",""returnDeadlineTime"":null,""actualNum"":9,""itemList"":[{""skuId"":1158974,""goodsId"":2163932,""count"":1,""title"":""Heart Fashion Bracelet"",""coverImage"":""https://img105.savana.com/goods-pic/d60a646f54c84a3eba263c473685099d_w90_h120"",""skuValue"":""Gold/One-Size"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/2dec1700a40b4bfab1ca9a489094ddde_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""One-Size""}]},{""skuId"":1027891,""goodsId"":1905142,""count"":1,""title"":""Metal Detail Retro Sunglasses"",""coverImage"":""https://img105.savana.com/goods-pic/5ee1fe4102664d789a36fee61792389c_w90_h120"",""skuValue"":""Gold/One-Size"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/5c1840a5d54f4d85b1eb6de668204222_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""One-Size""}]},{""skuId"":1186689,""goodsId"":1993532,""count"":1,""title"":""Lounge Bottoms"",""coverImage"":""https://img105.savana.com/goods-pic/bb9904b7dd364dcc84d0eb7edd3fd087_w90_h120"",""skuValue"":""Red/27(S)"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/8f5cec14b007494c9710d41956147a39_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""27(S)""}]},{""skuId"":1103110,""goodsId"":2052412,""count"":1,""title"":""Textured One Shoulder Top"",""coverImage"":""https://img105.savana.com/goods-pic/2c1274fa837141c8b5809c6873d74b89_w90_h120"",""skuValue"":""Blue/S"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/13238c97664a4dc697b475377a7f2a9f_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""S""}]},{""skuId"":1020343,""goodsId"":1888092,""count"":1,""title"":""Gathered Pullover T-Shirt"",""coverImage"":""https://img105.savana.com/goods-pic/42a90a2e82164c64a973698b2619d833_w90_h120"",""skuValue"":""Light Grey/S"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/603f3c217817485baa667d2b5fb21ee1_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""S""}]},{""skuId"":1108057,""goodsId"":2059692,""count"":1,""title"":""Golden Detail Artificial Nails"",""coverImage"":""https://img105.savana.com/goods-pic/d589c5ca7593499dabbbc36d7ec67547_w90_h120"",""skuValue"":""Burgundy/One-Size"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/8d88b241cc644f02b56528641711b2ac_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""One-Size""}]},{""skuId"":1071473,""goodsId"":1992002,""count"":1,""title"":""Adjustable Buckle Shoulder Bag"",""coverImage"":""https://img105.savana.com/goods-pic/03ed8f7943424f549a362bca3cf34a90_w90_h120"",""skuValue"":""Chocolate/One-Size"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/8938a953475f4ec4b92178f2db45af25_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""One-Size""}]},{""skuId"":977034,""goodsId"":1794652,""count"":1,""title"":""Retro Sunglasses"",""coverImage"":""https://img105.savana.com/goods-pic/040af08be4074354b2cdd18c806bb226_w90_h120"",""skuValue"":""Black/One-Size"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/3167c356a54d46c3a53cbbd5dc8691e3_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""One-Size""}]},{""skuId"":825790,""goodsId"":1479482,""count"":1,""title"":""Fleece Lined Straight Leg Pants"",""coverImage"":""https://img105.savana.com/goods-pic/851b8ea680a04ba0b424c6d675902726_w90_h120"",""skuValue"":""Grey/29(M)"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/887cd8199a2c4fe19d1ca692ae91a018_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""29(M)""}]}],""isRtl"":false,""country"":""in"",""labels"":{""orderID"":""Order ID"",""orderDate"":""Order date"",""total"":""Total"",""view"":""View"",""viewMore"":""View\nmore""}}}
When will it be delievered?
I want to check the estimated delivery time for my order"
3245336,5,2026-05-22 05:26:55.617252,4,"How to cancel my order
Hi
Hi
How to cancel my order",2,['订单取消-原因不明'],"How to cancel my order
Hi
Hi
How to cancel my order"
3247404,5,2026-05-22 05:42:00.674503,9,"Why you don't give me free offer
Everybody have free offer but why not me
Cancel my order
I need one free product
Which product is free?
Anniversary sale
I need anything free
I don't understand
If I o",1,"['明确提到大促', '免费活动', '价格优惠咨询']","Why you don't give me free offer
Everybody have free offer but why not me
Cancel my order
I need one free product
Which product is free?
Anniversary sale
I need anything free
I don't understand
If I order anything you after payment you back me my money"
3242543,4,2026-05-22 04:47:34.53801,9,"They didn't even called me
How could they sent back without knowing me 😭
I didn't received delivery call even 😭
{""cardType"":""order"",""data"":{""userId"":251799231833007,""orderId"":""S011260512100305107003"",",1,['价格优惠咨询'],"They didn't even called me
How could they sent back without knowing me 😭
I didn't received delivery call even 😭
{""cardType"":""order"",""data"":{""userId"":251799231833007,""orderId"":""S011260512100305107003"",""subPay"":2809,""showTotalAmount"":""₹2,809"",""showStatus"":""In transit"",""showStatusIcon"":""https://img105.savana.com/mayfairOrderListStatusInTransit3x.png"",""placeTime"":1778560385,""timeFormat"":""dd MMM, yyyy HH:mm:ss"",""orderCreatedTime"":""12 May, 2026 10:03:05"",""returnDeadlineTime"":null,""actualNum"":2,""itemList"":[{""skuId"":1168767,""goodsId"":2185632,""count"":1,""title"":""Lace Up A-Line Dress"",""coverImage"":""https://img105.savana.com/goods-pic/ea236f1068bd47e7889f30f045b8def3_w90_h120"",""skuValue"":""Light Pink/S"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/dfc3000f50c04111beecca8d6c0ea713_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""S""}]},{""skuId"":1151688,""goodsId"":2145702,""count"":1,""title"":""Ruffle A-Line Dress"",""coverImage"":""https://img105.savana.com/goods-pic/1e2a6bab3b414090bc628c423863ae59_w90_h120"",""skuValue"":""Black/S"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/7dc8ab1de3eb4d409af21c5d4e1355f8_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""S""}]}],""isRtl"":false,""country"":""in"",""labels"":{""orderID"":""Order ID"",""orderDate"":""Order date"",""total"":""Total"",""view"":""View"",""viewMore"":""View\nmore""}}}
Everything is correct
Details and contact number
How could they sent back 🤧
Do I get my order or not
?"
3245927,5,2026-05-22 05:32:52.318313,2,"{""cardType"":""order"",""data"":{""userId"":13592092,""orderId"":""S011260522110136092119"",""subPay"":1561,""showTotalAmount"":""₹1,561"",""showStatus"":""Cancelled"",""showStatusIcon"":""https://img105.savana.com/mayfairOr",1,"['明确提到大促', '价格优惠咨询']","{""cardType"":""order"",""data"":{""userId"":13592092,""orderId"":""S011260522110136092119"",""subPay"":1561,""showTotalAmount"":""₹1,561"",""showStatus"":""Cancelled"",""showStatusIcon"":""https://img105.savana.com/mayfairOrderListStatusCancelled3x.png"",""placeTime"":1779427896,""timeFormat"":""dd MMM, yyyy HH:mm:ss"",""orderCreatedTime"":""22 May, 2026 11:01:36"",""returnDeadlineTime"":null,""actualNum"":1,""itemList"":[{""skuId"":1062478,""goodsId"":1975762,""count"":1,""title"":""[ High Stretch ] High Waist Dark Wash Flare Leg Jeans"",""coverImage"":""https://img105.savana.com/goods-pic/7facd96909b647de889f0517ac08a1a0_w90_h120"",""skuValue"":""Dark Wash/38(2XL)"",""discountPrice"":null,""showDiscountPrice"":null,""isGift"":null,""skuValues"":[{""keyId"":1,""pic"":""https://img105.savana.com/goods-pic/752fa085af70458db65af9d5b9bd0fd9_w96_q85"",""value"":null},{""keyId"":2,""pic"":null,""value"":""38(2XL)""}]}],""isRtl"":false,""country"":""in"",""labels"":{""orderID"":""Order ID"",""orderDate"":""Order date"",""total"":""Total"",""view"":""View"",""viewMore"":""View\nmore""}}}
Don't cancel"
3246276,5,2026-05-22 05:34:52.492913,1,Y my order is not shipped,3,['问候/寒暄'],Y my order is not shipped
3248880,5,2026-05-22 05:51:21.524199,3,"How to see the reward
Did I received the reward
I have not take any screenshot",2,['其他不确定'],"How to see the reward
Did I received the reward
I have not take any screenshot"
3242469,4,2026-05-22 04:46:12.902077,2,"How to get this sale offer
{""cardType"":""goods"",""data"":{""goodsId"":1754902,""goodsName"":""Gathered Co-ord Set"",""imageThumb"":""https://img105.savana.com/goods-pic/6610ea3912fe463e8e59aaecb45c094f.webp"",""sho",1,['价格优惠咨询'],"How to get this sale offer
{""cardType"":""goods"",""data"":{""goodsId"":1754902,""goodsName"":""Gathered Co-ord Set"",""imageThumb"":""https://img105.savana.com/goods-pic/6610ea3912fe463e8e59aaecb45c094f.webp"",""showOriginalPrice"":""₹1,290"",""showPromotePrice"":""₹1,225"",""isRtl"":false,""country"":""in"",""labels"":{""view"":""View""}}}"
3241905,4,2026-05-22 04:35:43.067412,1,"Hii ✨
I’m a fashion & accessories content creator and I genuinely love your brand’s aesthetic 💌
I create outfit, jewellery and styling content on Instagram and would love to collaborate with you for a",2,['其他不确定'],"Hii ✨
I’m a fashion & accessories content creator and I genuinely love your brand’s aesthetic 💌
I create outfit, jewellery and styling content on Instagram and would love to collaborate with you for a PR or feature opportunity 🤍
Looking forward to hearing from you ✨"
3246994,5,2026-05-22 05:39:27.38315,1,sai_shreya_bhandari mentioned you in the story:,2,['其他不确定'],sai_shreya_bhandari mentioned you in the story:
3245870,5,2026-05-22 05:32:26.579864,1,Thanks,2,['其他不确定'],Thanks
3250151,5,2026-05-22 05:59:38.755168,1,m_doll_mishra mentioned you in the story:,2,['其他不确定'],m_doll_mishra mentioned you in the story:
3248181,5,2026-05-22 05:46:46.3498,1,Mujhe wallet m refund nhi mila,3,['问候/寒暄'],Mujhe wallet m refund nhi mila
